time,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco
2010-01-01 00:00:00,-2.3,-3.0999999999999996,96.0,,,20.0,25.9,,993.3,,
2010-01-01 08:00:00,-3.0,-3.0,100.0,,,40.0,18.4,,,,
2010-01-01 09:00:00,-3.0,-3.0,100.0,,,40.0,13.0,,,,
2010-01-01 11:00:00,-2.0,-2.0,100.0,,,30.0,5.4,,,,
2010-01-01 12:00:00,-1.2,-2.4,94.0,,,190.0,3.6,,993.0,,
2010-01-01 13:00:00,-1.0,-2.4,93.0,,,130.0,3.6,,,,
2010-01-01 14:00:00,0.0,-2.8,86.0,,,90.0,5.4,,,,
2010-01-01 15:00:00,0.0,-2.8,86.0,,,140.0,3.6,,,,
2010-01-01 16:00:00,-1.0,-2.4,93.0,,,250.0,11.2,,,,
2010-01-01 17:00:00,-1.0,-3.8,86.0,,,250.0,13.0,,,,
2010-01-01 18:00:00,-0.4,-3.1999999999999997,86.0,,,260.0,14.8,,993.8,,
2010-01-01 19:00:00,0.0,-2.8,86.0,,,260.0,13.0,,,,
2010-01-01 20:00:00,0.0,-2.8,86.0,,,250.0,14.8,,,,
2010-01-01 21:00:00,0.0,-2.8,86.0,,,250.0,14.8,,,,
2010-01-01 22:00:00,0.0,-4.0,80.0,,,260.0,14.8,,,,
2010-01-01 23:00:00,0.0,-2.8,86.0,,,270.0,14.8,,,,
2010-01-02 00:00:00,-0.1,-2.5,88.0,,,270.0,16.6,,994.1,,
2010-01-02 06:00:00,-0.5,-4.9,78.0,,,260.0,11.2,,993.3,,
2010-01-02 08:00:00,-1.0,-5.0,80.0,,,220.0,5.4,,,,
2010-01-02 09:00:00,0.0,-5.2,74.0,,,260.0,13.0,,,,
2010-01-02 10:00:00,0.0,-6.2,69.0,,,260.0,14.8,,,,
2010-01-02 11:00:00,0.0,-6.2,69.0,,,240.0,11.2,,,,
2010-01-02 12:00:00,-0.4,-5.0,77.0,,,260.0,11.2,,992.8,,
2010-01-02 13:00:00,0.0,-5.2,74.0,,,250.0,14.8,,,,
2010-01-02 14:00:00,0.0,-2.8,86.0,,,270.0,9.4,,,,
2010-01-02 15:00:00,0.0,-5.2,74.0,,,260.0,5.4,,,,
2010-01-02 17:00:00,0.0,-6.2,69.0,,,270.0,9.4,,,,
2010-01-02 18:00:00,0.1,-5.7,71.0,,,270.0,9.4,,992.6,,
2010-01-02 19:00:00,0.0,-5.2,74.0,,,270.0,7.6,,,,
2010-01-02 20:00:00,1.0,-6.2,64.0,,,270.0,7.6,,,,
2010-01-02 21:00:00,0.0,-5.2,74.0,,,250.0,7.6,,,,
2010-01-02 22:00:00,0.0,-5.2,74.0,,,250.0,7.6,,,,
2010-01-02 23:00:00,0.0,-5.2,74.0,,,250.0,7.6,,,,
2010-01-03 00:00:00,0.0,-4.8,76.0,,,270.0,5.4,,994.1,,
2010-01-03 06:00:00,-2.3,-5.1,86.0,,,120.0,5.4,,996.3,,
2010-01-03 08:00:00,-1.0,-5.0,80.0,,,100.0,5.4,,,,
2010-01-03 09:00:00,-1.0,-5.0,80.0,,,50.0,13.0,,,,
2010-01-03 10:00:00,0.0,-5.2,74.0,,,40.0,13.0,,,,
2010-01-03 11:00:00,0.0,-4.0,80.0,,,20.0,16.6,,,,
2010-01-03 12:00:00,0.2,-3.8,80.0,,,30.0,16.6,,999.1,,
2010-01-03 13:00:00,0.0,-4.0,80.0,,,20.0,14.8,,,,
2010-01-03 14:00:00,1.0,-3.0,80.0,,,10.0,16.6,,,,
2010-01-03 15:00:00,1.0,-3.0,80.0,,,30.0,24.1,,,,
2010-01-03 16:00:00,1.0,-1.7999999999999998,86.0,,,30.0,24.1,,,,
2010-01-03 17:00:00,1.0,-3.0,80.0,,,20.0,25.9,,,,
2010-01-03 18:00:00,1.3,-3.1000000000000005,78.0,,,20.0,24.1,,1000.0,,
2010-01-03 19:00:00,1.0,-3.0,80.0,,,30.0,27.7,,,,
2010-01-03 20:00:00,1.0,-3.0,80.0,,,30.0,29.5,,,,
2010-01-03 21:00:00,1.0,-3.0,80.0,,,30.0,29.5,,,,
2010-01-03 23:00:00,1.0,-3.0,80.0,,,40.0,35.3,,,,
2010-01-04 00:00:00,0.4,-3.2,82.0,,,50.0,33.5,,997.8,,
2010-01-04 06:00:00,0.5,-0.30000000000000004,96.0,,,30.0,63.0,,991.7,,
2010-01-04 08:00:00,1.0,1.0,100.0,,,30.0,55.4,,,,
2010-01-04 09:00:00,1.0,1.0,100.0,,,30.0,44.3,,,,
2010-01-04 10:00:00,1.0,1.0,100.0,,,30.0,51.8,,,,
2010-01-04 11:00:00,1.0,1.0,100.0,,,30.0,59.4,,,,
2010-01-04 12:00:00,0.9,-0.09999999999999998,95.0,,,30.0,59.0,,989.0,,
2010-01-04 13:00:00,1.0,-0.3999999999999999,93.0,,,40.0,46.4,,,,
2010-01-04 14:00:00,1.0,1.0,100.0,,,40.0,50.0,,,,
2010-01-04 15:00:00,1.0,-0.3999999999999999,93.0,,,30.0,46.4,,,,
2010-01-04 16:00:00,1.0,-0.3999999999999999,93.0,,,40.0,48.2,,,,
2010-01-04 17:00:00,1.0,-0.3999999999999999,93.0,,,40.0,46.4,,,,
2010-01-04 18:00:00,1.2,-0.40000000000000013,92.0,,,50.0,42.5,,986.3,,
2010-01-04 19:00:00,2.0,-0.6000000000000001,87.0,,,40.0,38.9,,,,
2010-01-04 20:00:00,2.0,-2.0,80.0,,,60.0,24.1,,,,
2010-01-04 21:00:00,2.0,-2.0,80.0,,,70.0,27.7,,,,
2010-01-04 22:00:00,2.0,-2.0,80.0,,,70.0,38.9,,,,
2010-01-04 23:00:00,1.0,-0.3999999999999999,93.0,,,110.0,29.5,,,,
2010-01-05 06:00:00,-0.8,-2.6,91.0,,,110.0,59.0,,988.7,,
2010-01-05 08:00:00,-1.0,-2.4,93.0,,,100.0,40.7,,,,
2010-01-05 09:00:00,-1.0,-2.4,93.0,,,110.0,31.3,,,,
2010-01-05 10:00:00,-1.0,-2.4,93.0,,,110.0,44.3,,,,
2010-01-05 11:00:00,-1.0,-2.4,93.0,,,110.0,48.2,,,,
2010-01-05 12:00:00,-1.5,-2.7,94.0,,,110.0,44.3,,991.5,,
2010-01-05 13:00:00,-1.0,-2.4,93.0,,,120.0,50.0,,,,
2010-01-05 14:00:00,-1.0,-3.8,86.0,,,110.0,53.6,,,,
2010-01-05 15:00:00,-1.0,-3.8,86.0,,,110.0,55.4,,,,
2010-01-05 16:00:00,-1.0,-5.0,80.0,,,110.0,53.6,,,,
2010-01-05 17:00:00,-1.0,-3.8,86.0,,,110.0,50.0,,,,
2010-01-05 18:00:00,-1.0,-5.0,80.0,,,110.0,46.4,,,,
2010-01-05 19:00:00,-1.0,-5.0,80.0,,,100.0,,,,,
2010-01-05 20:00:00,-1.0,-5.0,80.0,,,110.0,44.3,,,,
2010-01-05 21:00:00,-1.0,-5.0,80.0,,,110.0,40.7,,,,
2010-01-05 22:00:00,-1.0,-5.0,80.0,,,100.0,42.5,,,,
2010-01-05 23:00:00,-2.0,-4.8,86.0,,,100.0,42.5,,,,
2010-01-06 00:00:00,-2.0,-6.0,80.0,,,100.0,48.2,,,,
2010-01-06 08:00:00,-3.0,-8.2,74.0,,,110.0,51.8,,,,
2010-01-06 09:00:00,-3.0,-8.2,74.0,,,110.0,48.2,,,,
2010-01-06 10:00:00,-3.0,-7.0,80.0,,,110.0,51.8,,,,
2010-01-06 11:00:00,-3.0,-8.2,74.0,,,110.0,50.0,,,,
2010-01-06 12:00:00,-2.5,-8.7,69.0,,,110.0,51.8,,994.5,,
2010-01-06 13:00:00,-2.0,-6.0,80.0,,,110.0,61.2,,,,
2010-01-06 14:00:00,-2.0,-6.0,80.0,,,110.0,55.4,,,,
2010-01-06 15:00:00,-2.0,-6.0,80.0,,,120.0,61.2,,,,
2010-01-06 16:00:00,-1.0,-6.2,74.0,,,120.0,57.2,,,,
2010-01-06 17:00:00,-1.0,-6.2,74.0,,,120.0,53.6,,,,
2010-01-06 18:00:00,-1.4,-5.6,79.0,,,120.0,48.2,,995.7,,
2010-01-06 19:00:00,-1.0,-5.0,80.0,,,120.0,46.4,,,,
2010-01-06 20:00:00,-1.0,-5.0,80.0,,,120.0,48.2,,,,
2010-01-06 21:00:00,-1.0,-5.0,80.0,,,120.0,40.7,,,,
2010-01-06 22:00:00,-1.0,-5.0,80.0,,,130.0,33.5,,,,
2010-01-06 23:00:00,-1.0,-3.8,86.0,,,150.0,27.7,,,,
2010-01-07 00:00:00,-1.1,-5.9,76.0,,,120.0,27.7,,988.4,,
2010-01-07 06:00:00,-1.8,-3.4000000000000004,92.0,,,140.0,11.2,,999.4,,
2010-01-07 08:00:00,-1.0,-3.8,86.0,,,120.0,13.0,,,,
2010-01-07 09:00:00,-1.0,-3.8,86.0,,,160.0,7.6,,,,
2010-01-07 10:00:00,-1.0,-3.8,86.0,,,140.0,13.0,,,,
2010-01-07 11:00:00,0.0,-4.0,80.0,,,140.0,20.5,,,,
2010-01-07 12:00:00,0.0,-4.4,78.0,,,130.0,22.3,,999.3,,
2010-01-07 13:00:00,0.0,-4.0,80.0,,,120.0,25.9,,,,
2010-01-07 14:00:00,0.0,-4.0,80.0,,,130.0,18.4,,,,
2010-01-07 15:00:00,1.0,-3.0,80.0,,,130.0,18.4,,,,
2010-01-07 16:00:00,1.0,-4.0,75.0,,,110.0,11.2,,,,
2010-01-07 17:00:00,1.0,-5.2,69.0,,,110.0,11.2,,,,
2010-01-07 18:00:00,0.9,-5.5,68.0,,,100.0,13.0,,999.3,,
2010-01-07 19:00:00,1.0,-5.2,69.0,,,130.0,18.4,,,,
2010-01-07 20:00:00,0.0,-5.2,74.0,,,130.0,22.3,,,,
2010-01-07 21:00:00,0.0,-5.2,74.0,,,120.0,22.3,,,,
2010-01-07 22:00:00,0.0,-5.2,74.0,,,100.0,27.7,,,,
2010-01-07 23:00:00,0.0,-4.0,80.0,,,90.0,37.1,,,,
2010-01-08 06:00:00,-1.8,-6.2,78.0,,,110.0,37.1,,998.1,,
2010-01-08 08:00:00,-1.0,-6.2,74.0,,,90.0,46.4,,,,
2010-01-08 09:00:00,-1.0,-6.2,74.0,,,90.0,48.2,,,,
2010-01-08 10:00:00,-1.0,-6.2,74.0,,,90.0,42.5,,,,
2010-01-08 11:00:00,-1.0,-6.2,74.0,,,90.0,38.9,,,,
2010-01-08 12:00:00,-0.7,-5.5,76.0,,,90.0,40.7,,998.3,,
2010-01-08 13:00:00,-1.0,-6.2,74.0,,,90.0,44.3,,,,
2010-01-08 14:00:00,-1.0,-6.2,74.0,,,90.0,42.5,,,,
2010-01-08 15:00:00,0.0,-6.2,69.0,,,90.0,44.3,,,,
2010-01-08 16:00:00,0.0,-5.2,74.0,,,100.0,44.3,,,,
2010-01-08 17:00:00,0.0,-5.2,74.0,,,110.0,40.7,,,,
2010-01-08 18:00:00,-0.2,-5.0,76.0,,,110.0,40.7,,998.5,,
2010-01-08 19:00:00,0.0,-6.2,69.0,,,90.0,40.7,,,,
2010-01-08 20:00:00,0.0,-5.2,74.0,,,100.0,40.7,,,,
2010-01-08 21:00:00,-1.0,-6.2,74.0,,,110.0,46.4,,,,
2010-01-08 22:00:00,-1.0,-6.2,74.0,,,100.0,48.2,,,,
2010-01-08 23:00:00,-1.0,-5.0,80.0,,,110.0,48.2,,,,
2010-01-09 06:00:00,-0.8,-3.5999999999999996,86.0,,,110.0,38.9,,998.4,,
2010-01-09 12:00:00,-0.9,-5.1000000000000005,79.0,,,110.0,53.6,,998.7,,
2010-01-09 16:00:00,0.0,-5.2,74.0,,,110.0,51.8,,,,
2010-01-09 17:00:00,0.0,-4.0,80.0,,,120.0,48.2,,,,
2010-01-09 18:00:00,-0.3,-6.1,71.0,,,120.0,51.8,,998.6,,
2010-01-09 19:00:00,0.0,-6.2,69.0,,,110.0,53.6,,,,
2010-01-09 20:00:00,0.0,-5.2,74.0,,,110.0,48.2,,,,
2010-01-09 21:00:00,-1.0,-5.0,80.0,,,110.0,42.5,,,,
2010-01-09 22:00:00,-1.0,-6.2,74.0,,,110.0,46.4,,,,
2010-01-09 23:00:00,-1.0,-6.2,74.0,,,100.0,42.5,,,,
2010-01-10 00:00:00,-1.4,-5.4,80.0,,,100.0,37.1,,1000.9,,
2010-01-10 08:00:00,-2.0,-6.0,80.0,,,90.0,18.4,,,,
2010-01-10 09:00:00,-2.0,-6.0,80.0,,,90.0,9.4,,,,
2010-01-10 10:00:00,-2.0,-6.0,80.0,,,80.0,11.2,,,,
2010-01-10 11:00:00,-1.0,-6.2,74.0,,,110.0,11.2,,,,
2010-01-10 12:00:00,-1.4,-6.4,75.0,,,90.0,16.6,,1003.5,,
2010-01-10 13:00:00,-1.0,-6.2,74.0,,,90.0,11.2,,,,
2010-01-10 14:00:00,-2.0,-4.8,86.0,,,10.0,11.2,,,,
2010-01-10 15:00:00,-1.0,-5.0,80.0,,,340.0,9.4,,,,
2010-01-10 16:00:00,-1.0,-5.0,80.0,,,290.0,9.4,,,,
2010-01-10 17:00:00,-1.0,-6.2,74.0,,,310.0,9.4,,,,
2010-01-10 18:00:00,-0.7,-6.5,71.0,,,330.0,11.2,,1004.0,,
2010-01-10 19:00:00,-1.0,-6.2,74.0,,,320.0,9.4,,,,
2010-01-10 20:00:00,0.0,-6.2,69.0,,,320.0,9.4,,,,
2010-01-10 21:00:00,0.0,-5.2,74.0,,,310.0,11.2,,,,
2010-01-10 22:00:00,-1.0,-6.2,74.0,,,320.0,11.2,,,,
2010-01-11 00:00:00,-0.9,-5.5,77.0,,,300.0,11.2,,1004.5,,
2010-01-11 08:00:00,-1.0,-7.2,69.0,,,340.0,14.8,,,,
2010-01-11 09:00:00,-1.0,-6.2,74.0,,,10.0,20.5,,,,
2010-01-11 10:00:00,-1.0,-6.2,74.0,,,10.0,22.3,,,,
2010-01-11 11:00:00,-1.0,-5.0,80.0,,,360.0,22.3,,,,
2010-01-11 12:00:00,-0.5,-4.9,78.0,,,360.0,24.1,,1003.8,,
2010-01-11 13:00:00,0.0,-5.2,74.0,,,350.0,24.1,,,,
2010-01-11 14:00:00,0.0,-5.2,74.0,,,360.0,27.7,,,,
2010-01-11 15:00:00,0.0,-4.0,80.0,,,360.0,25.9,,,,
2010-01-11 16:00:00,1.0,-3.0,80.0,,,340.0,22.3,,,,
2010-01-11 17:00:00,1.0,-3.0,80.0,,,330.0,22.3,,,,
2010-01-11 18:00:00,1.3,-3.5,76.0,,,330.0,20.5,,1003.7,,
2010-01-11 19:00:00,1.0,-3.0,80.0,,,10.0,20.5,,,,
2010-01-11 20:00:00,1.0,-4.0,75.0,,,30.0,22.3,,,,
2010-01-11 21:00:00,1.0,-5.2,69.0,,,40.0,20.5,,,,
2010-01-11 22:00:00,1.0,-3.0,80.0,,,30.0,20.5,,,,
2010-01-11 23:00:00,0.0,-4.0,80.0,,,20.0,25.9,,,,
2010-01-12 00:00:00,0.3,-3.3000000000000003,82.0,,,40.0,20.5,,1003.1,,
2010-01-12 06:00:00,-0.5,-4.5,80.0,,,40.0,25.9,,1002.4,,
2010-01-12 08:00:00,-1.0,-5.0,80.0,,,60.0,29.5,,,,
2010-01-12 09:00:00,-1.0,-6.2,74.0,,,70.0,25.9,,,,
2010-01-12 10:00:00,-1.0,-6.2,74.0,,,70.0,24.1,,,,
2010-01-12 11:00:00,-1.0,-5.0,80.0,,,70.0,24.1,,,,
2010-01-12 12:00:00,-1.1,-5.5,78.0,,,60.0,35.3,,1002.1,,
2010-01-12 13:00:00,-1.0,-5.0,80.0,,,90.0,29.5,,,,
2010-01-12 14:00:00,-1.0,-5.0,80.0,,,90.0,27.7,,,,
2010-01-12 15:00:00,0.0,-5.2,74.0,,,90.0,37.1,,,,
2010-01-12 16:00:00,0.0,-5.2,74.0,,,100.0,40.7,,,,
2010-01-12 17:00:00,0.0,-5.2,74.0,,,100.0,46.4,,,,
2010-01-12 18:00:00,-0.7,-4.9,79.0,,,100.0,53.6,,999.2,,
2010-01-12 19:00:00,-1.0,-5.0,80.0,,,90.0,59.4,,,,
2010-01-12 20:00:00,-1.0,-5.0,80.0,,,90.0,46.4,,,,
2010-01-12 21:00:00,-1.0,-6.2,74.0,,,90.0,46.4,,,,
2010-01-12 22:00:00,-1.0,-5.0,80.0,,,90.0,46.4,,,,
2010-01-12 23:00:00,-1.0,-5.0,80.0,,,100.0,46.4,,,,
2010-01-13 00:00:00,-0.9,-4.5,82.0,,,90.0,38.9,,999.8,,
2010-01-13 06:00:00,-1.5,-4.3,86.0,,,100.0,48.2,,999.2,,
2010-01-13 08:00:00,-2.0,-6.0,80.0,,,110.0,55.4,,,,
2010-01-13 09:00:00,-2.0,-4.8,86.0,,,100.0,42.5,,,,
2010-01-13 10:00:00,-2.0,-6.0,80.0,,,100.0,55.4,,,,
2010-01-13 11:00:00,-2.0,-6.0,80.0,,,110.0,50.0,,,,
2010-01-13 12:00:00,-3.0,-7.0,80.0,,,90.0,51.8,,,,
2010-01-13 13:00:00,-2.0,-6.0,80.0,,,110.0,59.4,,,,
2010-01-13 14:00:00,-2.0,-6.0,80.0,,,110.0,59.4,,,,
2010-01-13 15:00:00,-1.0,-5.0,80.0,,,120.0,59.4,,,,
2010-01-13 16:00:00,-1.0,-5.0,80.0,,,120.0,59.4,,,,
2010-01-13 17:00:00,-1.0,-3.8,86.0,,,120.0,59.4,,,,
2010-01-13 18:00:00,-1.6,-3.6,90.0,,,120.0,55.4,,999.2,,
2010-01-13 19:00:00,-1.0,-3.8,86.0,,,120.0,51.8,,,,
2010-01-13 20:00:00,-1.0,-3.8,86.0,,,120.0,51.8,,,,
2010-01-13 21:00:00,-1.0,-3.8,86.0,,,120.0,53.6,,,,
2010-01-13 22:00:00,-1.0,-3.8,86.0,,,120.0,50.0,,,,
2010-01-13 23:00:00,-1.0,-3.8,86.0,,,110.0,50.0,,,,
2010-01-14 00:00:00,-1.6,-4.0,88.0,,,110.0,48.2,,999.8,,
2010-01-14 06:00:00,-1.3,-2.9000000000000004,92.0,,,90.0,35.3,,996.9,,
2010-01-14 08:00:00,-1.0,-2.4,93.0,,,100.0,29.5,,,,
2010-01-14 09:00:00,-1.0,-3.8,86.0,,,100.0,29.5,,,,
2010-01-14 11:00:00,0.0,-2.8,86.0,,,60.0,40.7,,,,
2010-01-14 12:00:00,0.0,-3.2,84.0,,,60.0,38.9,,991.7,,
2010-01-14 13:00:00,0.0,-2.8,86.0,,,60.0,31.3,,,,
2010-01-14 14:00:00,0.0,-1.4,93.0,,,60.0,38.9,,,,
2010-01-14 15:00:00,0.0,-1.4,93.0,,,40.0,46.4,,,,
2010-01-14 16:00:00,0.0,-1.4,93.0,,,50.0,55.4,,,,
2010-01-14 18:00:00,0.1,-0.7000000000000001,96.0,,,50.0,51.8,,981.5,,
2010-01-14 20:00:00,0.0,0.0,100.0,,,30.0,50.0,,,,
2010-01-14 21:00:00,0.0,0.0,100.0,,,30.0,48.2,,,,
2010-01-14 22:00:00,0.0,0.0,100.0,,,30.0,46.4,,,,
2010-01-14 23:00:00,0.0,0.0,100.0,,,30.0,40.7,,,,
2010-01-15 00:00:00,0.2,-0.39999999999999997,97.0,,,20.0,29.5,,977.3,,
2010-01-15 08:00:00,1.0,-0.3999999999999999,93.0,,,310.0,14.8,,,,
2010-01-15 09:00:00,1.0,1.0,100.0,,,300.0,20.5,,,,
2010-01-15 10:00:00,0.0,0.0,100.0,,,300.0,22.3,,,,
2010-01-15 11:00:00,0.0,0.0,100.0,,,290.0,27.7,,,,
2010-01-15 12:00:00,0.9,0.7,99.0,,,300.0,18.4,,980.9,,
2010-01-15 13:00:00,1.0,1.0,100.0,,,310.0,20.5,,,,
2010-01-15 14:00:00,1.0,1.0,100.0,,,300.0,24.1,,,,
2010-01-15 15:00:00,2.0,0.6000000000000001,93.0,,,300.0,24.1,,,,
2010-01-15 16:00:00,2.0,0.6000000000000001,93.0,,,310.0,20.5,,,,
2010-01-15 17:00:00,2.0,0.6000000000000001,93.0,,,320.0,24.1,,,,
2010-01-15 18:00:00,2.0,0.6000000000000001,93.0,,,320.0,22.3,,982.8,,
2010-01-15 19:00:00,2.0,0.6000000000000001,93.0,,,320.0,20.5,,,,
2010-01-15 20:00:00,2.0,0.6000000000000001,93.0,,,310.0,24.1,,,,
2010-01-15 21:00:00,2.0,0.6000000000000001,93.0,,,310.0,24.1,,,,
2010-01-15 22:00:00,2.0,0.6000000000000001,93.0,,,310.0,16.6,,,,
2010-01-16 00:00:00,0.2,-0.39999999999999997,97.0,,,300.0,22.3,,984.6,,
2010-01-16 06:00:00,0.5,0.3,99.0,,,320.0,13.0,,987.3,,
2010-01-16 07:00:00,1.0,-0.3999999999999999,93.0,,,310.0,13.0,,,,
2010-01-16 08:00:00,1.0,1.0,100.0,,,310.0,14.8,,,,
2010-01-16 09:00:00,1.0,1.0,100.0,,,320.0,11.2,,,,
2010-01-16 10:00:00,1.0,1.0,100.0,,,300.0,14.8,,,,
2010-01-16 11:00:00,1.0,1.0,100.0,,,330.0,13.0,,,,
2010-01-16 12:00:00,1.2,1.0,99.0,,,320.0,14.8,,989.3,,
2010-01-16 13:00:00,1.0,1.0,100.0,,,350.0,14.8,,,,
2010-01-16 14:00:00,2.0,0.6000000000000001,93.0,,,360.0,14.8,,,,
2010-01-16 15:00:00,1.0,1.0,100.0,,,360.0,20.5,,,,
2010-01-16 16:00:00,2.0,0.6000000000000001,93.0,,,360.0,25.9,,,,
2010-01-16 17:00:00,2.0,0.6000000000000001,93.0,,,10.0,31.3,,,,
2010-01-16 18:00:00,1.6,1.0,97.0,,,350.0,27.7,,989.7,,
2010-01-16 19:00:00,2.0,0.6000000000000001,93.0,,,340.0,29.5,,,,
2010-01-16 20:00:00,2.0,0.6000000000000001,93.0,,,350.0,24.1,,,,
2010-01-16 21:00:00,2.0,0.6000000000000001,93.0,,,350.0,22.3,,,,
2010-01-16 22:00:00,2.0,0.6000000000000001,93.0,,,350.0,22.3,,,,
2010-01-16 23:00:00,1.0,1.0,100.0,,,10.0,20.5,,,,
2010-01-17 00:00:00,1.2,0.7999999999999999,98.0,,,10.0,18.4,,990.5,,
2010-01-17 08:00:00,1.0,1.0,100.0,,,20.0,25.9,,,,
2010-01-17 09:00:00,1.0,1.0,100.0,,,20.0,29.5,,,,
2010-01-17 10:00:00,2.0,0.6000000000000001,93.0,,,10.0,33.5,,,,
2010-01-17 11:00:00,2.0,0.6000000000000001,93.0,,,20.0,38.9,,,,
2010-01-17 12:00:00,2.2,2.0,99.0,,,30.0,40.7,,989.4,,
2010-01-17 13:00:00,3.0,1.6,93.0,,,30.0,37.1,,,,
2010-01-17 14:00:00,4.0,0.20000000000000018,81.0,,,30.0,44.3,,,,
2010-01-17 15:00:00,3.0,0.3999999999999999,87.0,,,20.0,48.2,,,,
2010-01-17 16:00:00,2.0,0.6000000000000001,93.0,,,20.0,46.4,,,,
2010-01-17 17:00:00,2.0,0.6000000000000001,93.0,,,20.0,51.8,,,,
2010-01-17 18:00:00,1.5,0.7,96.0,,,10.0,53.6,,987.1,,
2010-01-17 19:00:00,2.0,2.0,100.0,,,10.0,59.4,,,,
2010-01-17 20:00:00,2.0,2.0,100.0,,,20.0,53.6,,,,
2010-01-17 21:00:00,2.0,2.0,100.0,,,20.0,57.2,,,,
2010-01-17 22:00:00,2.0,2.0,100.0,,,20.0,55.4,,,,
2010-01-17 23:00:00,2.0,2.0,100.0,,,10.0,48.2,,,,
2010-01-18 00:00:00,2.0,0.6000000000000001,93.0,,,20.0,44.3,,,,
2010-01-18 08:00:00,2.0,0.6000000000000001,93.0,,,20.0,33.5,,,,
2010-01-18 09:00:00,2.0,0.6000000000000001,93.0,,,20.0,31.3,,,,
2010-01-18 10:00:00,2.0,2.0,100.0,,,20.0,31.3,,,,
2010-01-18 11:00:00,1.0,1.0,100.0,,,10.0,31.3,,,,
2010-01-18 12:00:00,1.3,1.1,99.0,,,10.0,27.7,,984.6,,
2010-01-18 13:00:00,1.0,1.0,100.0,,,360.0,27.7,,,,
2010-01-18 14:00:00,2.0,0.6000000000000001,93.0,,,10.0,31.3,,,,
2010-01-18 15:00:00,1.0,1.0,100.0,,,10.0,29.5,,,,
2010-01-18 16:00:00,1.0,1.0,100.0,,,10.0,25.9,,,,
2010-01-18 17:00:00,1.0,1.0,100.0,,,360.0,25.9,,,,
2010-01-18 18:00:00,1.3,1.3,100.0,,,360.0,27.7,,986.4,,
2010-01-18 19:00:00,1.0,1.0,100.0,,,330.0,22.3,,,,
2010-01-18 20:00:00,1.0,1.0,100.0,,,360.0,16.6,,,,
2010-01-18 21:00:00,1.0,1.0,100.0,,,360.0,24.1,,,,
2010-01-18 22:00:00,1.0,1.0,100.0,,,10.0,25.9,,,,
2010-01-18 23:00:00,1.0,1.0,100.0,,,20.0,24.1,,,,
2010-01-19 06:00:00,2.9,2.9,100.0,,,20.0,35.3,,986.0,,
2010-01-19 08:00:00,2.0,2.0,100.0,,,20.0,35.3,,,,
2010-01-19 09:00:00,2.0,2.0,100.0,,,30.0,31.3,,,,
2010-01-19 10:00:00,1.0,1.0,100.0,,,20.0,31.3,,,,
2010-01-19 11:00:00,2.0,2.0,100.0,,,20.0,33.5,,,,
2010-01-19 12:00:00,2.0,2.0,100.0,,,20.0,33.5,,,,
2010-01-19 13:00:00,2.0,2.0,100.0,,,20.0,31.3,,,,
2010-01-19 14:00:00,2.0,2.0,100.0,,,30.0,29.5,,,,
2010-01-19 15:00:00,2.0,2.0,100.0,,,10.0,29.5,,,,
2010-01-19 16:00:00,2.0,2.0,100.0,,,20.0,31.3,,,,
2010-01-19 17:00:00,2.0,2.0,100.0,,,10.0,31.3,,,,
2010-01-19 18:00:00,1.9,1.7,99.0,,,10.0,24.1,,986.7,,
2010-01-19 19:00:00,2.0,2.0,100.0,,,10.0,27.7,,,,
2010-01-19 20:00:00,2.0,2.0,100.0,,,20.0,31.3,,,,
2010-01-19 21:00:00,2.0,2.0,100.0,,,20.0,31.3,,,,
2010-01-19 22:00:00,2.0,2.0,100.0,,,20.0,31.3,,,,
2010-01-19 23:00:00,2.0,2.0,100.0,,,20.0,31.3,,,,
2010-01-20 00:00:00,1.7,1.7,100.0,,,20.0,29.5,,987.7,,
2010-01-20 06:00:00,1.0,1.0,100.0,,,360.0,20.5,,988.8,,
2010-01-20 08:00:00,1.0,1.0,100.0,,,340.0,25.9,,,,
2010-01-20 09:00:00,1.0,1.0,100.0,,,350.0,22.3,,,,
2010-01-20 10:00:00,1.0,1.0,100.0,,,10.0,24.1,,,,
2010-01-20 11:00:00,1.0,1.0,100.0,,,360.0,25.9,,,,
2010-01-20 12:00:00,1.3,1.1,99.0,,,340.0,24.1,,989.7,,
2010-01-20 13:00:00,1.0,1.0,100.0,,,340.0,27.7,,,,
2010-01-20 14:00:00,1.0,1.0,100.0,,,340.0,25.9,,,,
2010-01-20 15:00:00,2.0,2.0,100.0,,,340.0,20.5,,,,
2010-01-20 16:00:00,1.0,1.0,100.0,,,360.0,22.3,,,,
2010-01-20 17:00:00,1.0,1.0,100.0,,,330.0,18.4,,,,
2010-01-20 18:00:00,0.9,0.7,99.0,,,330.0,18.4,,990.3,,
2010-01-20 19:00:00,1.0,1.0,100.0,,,330.0,14.8,,,,
2010-01-20 20:00:00,2.0,2.0,100.0,,,360.0,9.4,,,,
2010-01-20 21:00:00,2.0,2.0,100.0,,,330.0,5.4,,,,
2010-01-20 22:00:00,3.0,1.6,93.0,,,120.0,13.0,,,,
2010-01-20 23:00:00,1.0,1.0,100.0,,,140.0,22.3,,,,
2010-01-21 00:00:00,-0.1,-0.5,98.0,,,130.0,24.1,,988.8,,
2010-01-21 06:00:00,1.5,1.1,98.0,,,120.0,20.5,,985.5,,
